id,address
1744424,1845 S MICHIGAN WAY
1744459,3921 S HILLCREST DR
1744472,3888 S JASMINE ST
1744490,1050 S OGDEN ST
1744500,1090 S EMERSON ST
1744512,5537 WHEELING ST
1744515,1843 S QUITMAN ST
1744524,1878 S RALEIGH ST
1744527,1895 S RALEIGH ST
1744528,1873 S RALEIGH ST
1744529,1867 S RALEIGH ST
1744534,1912 ROSEMARY ST
1744538,1985 QUINCE ST
1744541,1740 ROSLYN ST
1744548,1990 ROSLYN ST
1744564,1565 S XAVIER ST
1744576,1460 S WOLCOTT WAY
1744591,3446 N ADAMS ST
1744600,944 PERRY ST
1744604,915 NEWTON ST
1744608,820 NEWTON ST
1744610,832 NEWTON ST
1759091,2430 N RACE ST
1759108,3450 S GLENCOE ST
1759117,3515 S HOLLY ST
1759122,3354 S HOLLY ST
1759124,3379 S HOLLY ST
1759141,15021 RANDOLPH PL # 3-950
1759142,15032 RANDOLPH PL
1759144,15022 RANDOLPH PL
1759151,1649 S YATES ST
1759152,1800 S YATES ST
1759161,1640 S SHERIDAN BLVD
1759162,1636 S SHERIDAN BLVD
1759167,1616 S SHERIDAN BLVD
1759174,65 S MEADE ST
1759178,75 S MEADE ST
1759220,1282 ASH ST
1759224,3312 NAVAJO ST
1759238,3347 OSAGE ST
1759246,1739 S KEARNEY ST
1759253,1560 S HUDSON ST
1759262,1594 S IVY ST
1759269,3031 OLIVE ST
1759277,3001 OLIVE ST
1759282,1541 W BEEKMAN PL
1759288,1500 W 50TH AVE
1759300,20390 E 40TH AVE
1759307,3902 JERICHO ST
1764810,2660 E 13TH AVE
1764821,1157 JOSEPHINE ST
1764824,1148 JOSEPHINE ST
1764847,1658 KEARNEY ST
1764862,3276 MAGNOLIA ST
1764863,3250 N MONACO STREET PKWY
1764864,3240 N MONACO STREET PKWY
1764867,3260 N MONACO STREET PKWY
1764871,3967 YATES ST
1764875,4818 W 36TH AVE
1764882,5025 W 38TH AVE
1764903,3637 W 48TH AVE
1764917,1525 UTICA ST
1764940,452 S XAVIER ST
1764944,5140 W BINGHAM PL
1764954,2531 QUITMAN ST
1764956,2831 PERRY ST
1764971,9700 E ILIFF AVE APT H92
1764973,9700 E ILIFF AVE APT H90
1764974,9700 E ILIFF AVE APT H89
1764980,836 DEXTER ST APT 304
1764993,4801 E 9TH AVE APT 506S
1765015,4344 CATHAY ST
1765016,18925 KELLY PL
1765017,18934 E 44TH AVE
1765022,18974 E 44TH AVE
1765025,18983 E 44TH AVE
1765031,1555 S WOLCOTT CT
1765032,1560 S WOLCOTT CT
1765034,1550 S WOLCOTT CT
1765046,4337 TENNYSON ST
1765066,5396 EAGLE ST
1765068,5426 EAGLE ST
1765109,5561 ANAHEIM WAY
1765121,20324 E 41ST AVE
1765124,20355 E 41ST AVE
1765158,4440 PENNSYLVANIA ST
1765160,4430 PENNSYLVANIA ST
1765167,4521 PEARL ST
1778641,777 N WASHINGTON ST APT 102
1778644,777 N WASHINGTON ST APT 108
1778655,6533 MAR VISTA PL
1778664,360 S KRAMERIA ST
1778677,324 S LOCUST ST
1778681,748 S PECOS ST
1778685,1819 W TENNESSEE AVE
1778693,879 S QUIETO WAY
1778704,4014 STUART ST
1778714,14561 ANDREWS DR
1778721,4372 ELKHART ST
1778722,4382 ELKHART ST
1782884,3115 N FILLMORE ST
1784087,15780 E 48TH PL
1784096,4895 KALISPELL ST
1789134,1875 W BEEKMAN PL
1789164,480 S MARION PKWY APT 1806
1789181,3192 W OHIO AVE
1789182,3229 W OHIO AVE
1789187,3160 W OHIO AVE
1789190,3170 W AMHERST AVE
1789195,2621 S GREEN CT
1789196,2681 S HOOKER ST
1789206,2691 S GREEN CT
1789217,1770 ULSTER ST
1789223,1765 ULSTER ST
1789227,3463 LAWRENCE ST
1789228,3756 DELGANY ST
1789236,3563 CHESTNUT PL
1789240,3624 DELGANY ST
1789247,4564 W GILL PL
1789251,4586 W GILL PL
1789256,4000 NAVAJO ST
1789262,4215 PECOS ST
1789272,1345 W CENTER AVE
1789282,701 S NAVAJO ST
1789296,7040 E GIRARD AVE APT 206
1789298,6930 E GIRARD AVE APT 409
1789304,3246 S ONEIDA WAY
1789317,1515 W NEVADA PL
1789325,1705 W VIRGINIA AVE
1789345,4632 DULUTH CT
1789355,3475 W ARKANSAS AVE
1789372,3445 BIRCH ST
1789383,2736 YATES ST
1789399,2630 XAVIER ST
1789415,3211 ONEIDA ST
1789438,4353 FILLMORE ST
1789440,4352 FILLMORE ST
1789441,4410 JOSEPHINE ST
1789445,4529 JOSEPHINE ST
1789452,4535 COLUMBINE ST
1789456,5275 FAIRPLAY ST
1789462,5286 ALTURA ST
1789465,4560 EUREKA CT
1789472,4905 WORCHESTER ST
1789483,12974 E ELGIN DR
1789493,1410 YORK ST APT 23
1789498,1355 GAYLORD ST APT 1
1789504,1260 YORK ST APT 207
1789514,1243 GAYLORD ST APT 503
1789521,1516 W DAKOTA AVE
1789526,1495 W DAKOTA AVE
1789528,2803 W SHORT PL
1789531,2809 W SHORT PL
1789535,2742 W 2ND AVE
1789543,2810 W 2ND AVE
1789552,4444 LOGAN ST
1789554,4411 LOGAN ST
1789560,14775 E 46TH AVE
1789563,4642 DEARBORN ST
1789598,1140 S MONACO PKWY UNIT 1
1789602,1050 S MONACO PKWY UNIT 122
1789665,3750 N SAINT PAUL ST
1789709,1668 S NEWTON ST
1789715,1660 S MICHIGAN WAY
1789718,945 XAVIER ST
1789720,1317 ZENOBIA ST
1789724,1295 ZENOBIA ST
1789737,1630 S DALE CT
1789743,2730 W MEXICO AVE
1789759,929 QUITMAN ST
1789762,953 QUITMAN ST
1789766,18614 E 43RD PL
1789789,5047 ORLEANS CT
1789795,9093 E OXFORD DR
1789798,3963 S BOSTON ST
1789799,9183 E OXFORD DR
1789802,9219 E NASSAU AVE
1789806,9259 E NASSAU AVE
1789814,9247 E NASSAU AVE
1797096,1575 S WYANDOT ST
1800270,12954 ELMENDORF PL
1800284,9995 E HARVARD AVE APT 232
1800285,9995 E HARVARD AVE APT 231
1800298,4557 DECATUR ST
1800308,4690 BRYANT ST
1800323,3842 LIPAN ST
1800329,3950 KALAMATH ST
1800338,3743 INCA ST
1800339,3713 INCA ST
1800341,3705 INCA ST
1800342,1019 W 37TH AVE
1800344,3738 JASON ST
1800364,1742 S TRENTON ST APT 1
1800365,1742 S TRENTON ST APT 10
1800374,3620 N COOK ST
1800398,3611 PONTIAC ST
1800399,3651 PONTIAC ST
1800400,3601 PONTIAC ST
1800415,508 INCA ST
1800425,1219 S MONACO STREET PKWY
1800448,14973 OLMSTED DR
1800455,14995 MAXWELL PL
1800462,5080 ENID WAY
1800467,5095 ENID WAY
1800472,1987 S NEWTON ST
1800475,1955 S MEADE ST
1800493,2560 S WOLFF ST
1800526,314 W 5TH AVE
1800528,725 GALAPAGO ST
1800531,469 DELAWARE ST
1800533,651 ELATI ST
1800539,654 ELATI ST
1800540,627 ELATI ST
1800548,8500 E JEFFERSON AVE APT 18D
1800553,8500 E JEFFERSON AVE APT 6A
1800558,8500 E JEFFERSON AVE APT 16E
1800560,8500 E JEFFERSON AVE APT 16B
1800600,2676 HOLLY ST
1800605,2655 HOLLY ST
1800612,3630 N MONROE ST
1800633,4100 VRAIN ST
1800639,2789 S PATTON CT
1800642,2756 S PERRY ST
1800659,4901 BRYANT ST
1826073,818 32ND ST
1826082,3314 N LAFAYETTE ST
1835559,2106 E 17TH AVE
1835561,2112 E 17TH AVE
1840220,2295 S MARION ST
1840650,71 W BYERS PL
1840655,70 W BYERS PL
1871993,3855 S MONACO PKWY APT 167
1872002,3825 S MONACO PKWY APT 152
1872006,3825 S MONACO PKWY APT 148
1872012,2614 S DECATUR ST
1872024,5185 SHOSHONE ST
1872026,5175 SHOSHONE ST
1877577,3923 W QUIGLEY DR
1877591,861 S KRAMERIA ST
1877595,871 S KRAMERIA ST
1877600,12986 E 47TH AVE
1877607,13002 E 47TH AVE
1877616,2033 S ACOMA ST
1877617,2001 S ACOMA ST
1877630,655 S ALTON WAY APT 11C
1877631,675 S ALTON WAY APT 9A
1877635,650 S ALTON WAY APT 7A
1877647,650 S ALTON WAY APT 1A
1892808,2747 W CORNELL AVE
1892818,15044 OLMSTED DR
1898828,2140 PONTIAC ST
1898830,2151 QUEBEC ST
1898839,7310 E 22ND AVE
1898841,5121 DILLON ST
1906536,14520 E 53RD AVE
1906541,5028 SHERMAN ST
1906542,5044 SHERMAN ST
1906554,5510 E THRILL PL
1906574,845 MONACO PKWY
1906588,4510 GENOA ST
1906598,3630 JASMINE ST
1906602,3621 JASMINE ST
1906603,3629 JASMINE ST
1906632,2808 W WESLEY AVE
1906643,215 S STUART ST
1906656,1810 S YUMA ST
1914420,887 YATES ST
1914428,921 XAVIER ST
1914435,937 XAVIER ST
1914439,5040 URSULA WAY
1914440,5015 URSULA WAY
1930598,205 N LOGAN ST
1930612,217 N PEARL ST
1933190,3115 W 38TH AVE
1933193,3834 JULIAN ST
1933194,3601 FEDERAL BLVD
1991059,3042 N VINE ST
1991279,4505 MONTVIEW BLVD
1991291,2030 CLERMONT ST
2012570,21125 E 44TH AVE
2012571,20885 E 47TH AVE
2012575,20845 E 47TH AVE
2017460,2260 BIRCH ST
2017627,348 S DOWNING ST
2017637,185 S CORONA ST
2017641,175 S CORONA ST
2017646,1227 S PATTON CT
2017650,1310 S NEWTON ST
2017656,1335 S NEWTON ST
2017658,3201 S BELLAIRE ST
2017666,3310 S CLERMONT ST
2017673,445 QUITMAN ST
2017676,544 OSCEOLA ST
2017683,521 OSCEOLA ST
2017686,4149 JEBEL ST
2017713,8225 FAIRMOUNT DR # 201
2017714,8225 FAIRMOUNT DR # 108
2030955,1044 N CLARKSON ST
2030964,1237 N CORONA ST
2030965,735 E 10TH AVE
2030967,1257 N CORONA ST
2032755,8055 E COLORADO AVE APT 10
2032764,1885 S QUEBEC WAY APT A25
2037933,338 KNOX CT
2037935,358 KNOX CT
2037953,209 LOWELL BLVD
2037962,144 S DEXTER ST
2037963,100 S BELLAIRE ST
2037973,4501 E ELLSWORTH AVE
2059774,415 WINONA CT
2059790,5424 TULSA WAY
2059792,5454 TULSA WAY
2059807,32 S QUITMAN ST
2059822,5055 SHERMAN ST
2059825,5077 SHERMAN ST
2059826,5060 SHERMAN ST
2059828,4453 FILLMORE ST
2064281,1150 INCA ST UNIT 56
2064284,1150 INCA ST UNIT 2
2064293,1201 GALAPAGO ST UNIT 92
2136163,4540 W CEDAR AVE
2136174,1160 QUINCE ST
2136192,1200 S QUIVAS ST
2136200,1201 S QUIETO WAY
2136216,1266 N EMERSON ST APT 4
2136231,14445 E 44TH AVE
2136234,14557 E 46TH AVE
2136238,14565 E 46TH AVE
2136245,3501 N SAINT PAUL ST
2136246,3528 N SAINT PAUL ST
2136259,1675 WABASH ST
2136261,1663 WABASH ST
2136262,1666 WABASH ST
2142336,1388 S FAIRFAX ST
2142354,1190 S FAIRFAX ST
2142355,1170 S FAIRFAX ST
2142358,4459 W CUSTER PL
2142362,4420 W CUSTER PL
2142364,4498 W CUSTER PL
2142369,1475 UTICA ST
2142370,1460 UTICA ST
2142379,8572 E OXFORD DR
2142392,8395 E PRINCETON AVE
2142395,4182 S VERBENA ST
2142414,228 DELAWARE ST
2142423,1016 S COOK ST
2142427,1059 S COOK ST
2142428,1030 S MONROE ST
2142429,1087 S MADISON ST
2142432,1135 S GARFIELD ST
2142442,1020 S MONROE ST
2142450,230 S PERRY ST
2142454,222 S PERRY ST
2142458,4100 ADAMS ST
2142462,4150 ADAMS ST
2142473,2658 W FLORIDA AVE
2148738,1100 N DOWNING ST
2148739,1110 N DOWNING ST
2148751,1130 N DOWNING ST
2148752,1134 N DOWNING ST
2151697,1793 VERBENA ST
2151706,1980 UINTA ST
2151708,1970 UINTA ST
2160617,65 N LOGAN ST APT B2
2160622,63 N LOGAN ST APT A1
2162016,4401 THOMPSON CT
2162017,4446 ELIZABETH ST
2162575,614 TENNYSON ST
2162791,3980 N STEELE ST
2162794,5545 TULSA WAY
2162801,5365 TULSA WAY
2940708,4565 E MEXICO AVE UNIT 2
2940712,1457 S BIRCH ST
2940720,4441 E COLORADO AVE
2940723,1575 S BIRCH ST
2940726,1570 S BIRCH ST
2940728,1590 S BELLAIRE ST
2953487,221 S KNOX CT
2953489,228 S KNOX CT
2953492,248 S KNOX CT
2953508,4540 ZUNI ST
2953534,2203 N RACE ST
2953565,2801 STOUT ST
2953583,240 S DALE CT
2953584,325 S CANOSA CT
2953605,4149 RARITAN ST
2953614,3640 ELM ST
2953615,3740 ELM ST
2965836,2932 IVANHOE ST
2965840,3050 HUDSON ST
2965841,5500 E MARTIN LUTHER KING JR BLVD
2965844,5515 E MARTIN LUTHER KING JR BLVD
2965857,610 N LOGAN ST APT 1
2965861,655 N PEARL ST APT 206
2965871,505 N LOGAN ST APT 7
2965872,505 N LOGAN ST APT 6
2965891,960 GROVE ST
2965892,720 IRVING ST
2965920,1344 S EUDORA ST
2965925,678 KNOX CT
2965926,656 KNOX CT
2965928,650 KNOX CT
2965941,915 IRVING ST
2965947,20921 E 40TH AVE
2976209,2230 W ELK PL
2976210,1901 W 49TH AVE
2976211,1905 W 49TH AVE
2976215,5515 CHANDLER CT
2976217,5511 CHANDLER CT
2976234,2895 HOLLY ST
2976237,25 NEWTON ST
2976239,47 NEWTON ST
2976240,34 NEWTON ST
2976255,2781 S KING ST
2976262,447 S NEWTON ST
2976264,423 S NEWTON ST
2976267,401 S NEWTON ST
2976283,2681 S HAZEL CT
2976296,1370 S MEADE ST
2976303,13124 ROBINS DR
2976307,13125 PENSACOLA PL
2976316,1832 S RALEIGH ST
2976317,1818 S RALEIGH ST
2976327,4742 W BYERS PL
2986216,431 POPLAR ST
2986234,5062 HELENA ST
2986242,3830 N GILPIN ST
2986248,3727 N GILPIN ST
3004757,3249 W HAYWARD PL
3004763,2824 W 35TH AVE
3004776,5091 ADAMS ST
3004781,5096 ADAMS ST
3004794,2017 W 46TH AVE
3004795,1821 W CHAFFEE PL
3004807,1827 W 46TH AVE
3004815,3419 W 34TH AVE
3004820,3433 JULIAN ST
3004824,3890 LISBON CT
3004826,3850 LISBON CT
3004841,1020 15TH ST APT 25D
3004845,1020 15TH ST APT 25N
3004848,1020 15TH ST APT 19L
3004849,1020 15TH ST APT 40F
3004862,1098 S BRYANT ST
3004878,5430 CRYSTAL ST
3004893,2655 MONACO PKWY
3004917,1574 S MICHIGAN WAY
3004922,1577 S MICHIGAN WAY
3004932,800 S RALEIGH ST
3004936,1264 KEARNEY ST
3004944,5935 E 14TH AVE
3004959,1010 JASMINE ST
3004974,321 FOX ST
3004983,4839 JERICHO CT
3005011,14731 E 51ST PL
3005039,13961 E ELK PL
3005058,12302 RANDOLPH PL
3005086,5881 W GREEN MEADOWS PL
3005102,467 S LOWELL BLVD
3005109,3945 SHOSHONE ST
3005129,3956 S JERSEY ST
3005134,1311 W CUSTER PL
3005148,14435 OLMSTED DR
3005151,14461 MAXWELL PL
3005152,777 S CANOSA CT
3005195,637 YORK ST
3005206,5300 E CHERRY CREEK SOUTH DR APT 1221
3005207,5300 E CHERRY CREEK SOUTH DR APT 724
3005213,540 S FOREST ST APT 8-205
3005217,5300 E CHERRY CREEK SOUTH DR APT 322
3005232,190 ROSLYN ST STE 801
3005236,220 ROSLYN ST APT 110
3005240,1445 YOSEMITE ST APT 21
3005243,1445 YOSEMITE ST APT 18
3005248,1445 YOSEMITE ST APT 13
3005249,1445 YOSEMITE ST APT 12
3005260,4356 MALAYA ST
3005263,4352 MALAYA ST
3005269,1545 S CLAY ST
3005274,3180 W FLORIDA AVE
3005275,3170 W FLORIDA AVE
3005281,3237 W FLORIDA AVE
3005282,1535 S HAZEL CT
3005293,2935 YATES ST
3005303,3047 W 47TH AVE APT 212
3005305,3047 W 47TH AVE APT 210
3005310,3047 W 47TH AVE APT 204
3005325,3035 S FOREST ST
3005326,3055 S FOREST ST
3005329,112 S KNOX CT
3005352,564 S PEARL ST
3005356,541 S PEARL ST
3005372,1340 KALAMATH ST
3005374,1332 LIPAN ST
3005387,702 S WOLFF ST
3005395,746 S WOLFF ST
3005445,7000 E QUINCY AVE APT 302
3005496,3121 S TAMARAC DR APT K307
3005505,3752 S NEWPORT WAY
3005534,729 W 5TH AVE
3005544,2136 S OSCEOLA ST
3005558,507 S MAGNOLIA LN
3033881,262 S ELM ST
3033892,4820 FLANDERS WAY
3043887,2895 S COOK ST
3051711,1129 S RARITAN ST
3051722,4801 W MAPLE PL
3451653,2225 S JASMINE ST UNIT 106
3451654,2225 S JASMINE ST UNIT 103
3451657,2225 S JASMINE ST UNIT 202
3451660,3790 ELM ST
3451665,3790 EUDORA ST
3451682,4317 DEARBORN ST
3451686,4347 DEARBORN ST
3451695,1196 S PERRY ST
3451697,1140 S PERRY ST
3451709,2510 NIAGARA ST
3451732,14861 RANDOLPH PL
3451737,4159 UMATILLA ST
3451739,4440 RARITAN ST
3451746,4449 RARITAN ST
3454744,4186 WOLFF ST
3454752,4150 WOLFF ST
3454767,1231 S MARIPOSA ST
3454768,1225 S MARIPOSA ST
3454775,3419 N WILLIAMS ST
3455174,983 S GAYLORD ST
3455185,921 S VINE ST
3455192,850 S YORK ST
3455194,875 S YORK ST
3457147,4921 W TENNESSEE AVE
3457150,4889 W TENNESSEE AVE
3457151,4879 W TENNESSEE AVE
3475996,7101 W YALE AVE UNIT 204
3491479,2459 S ZURICH CT
3491485,2308 S ZURICH CT
3491486,5155 W WARREN AVE
3491487,2309 S ZURICH CT
3491490,5115 W WARREN AVE
3491494,14510 ANDREWS DR
3493354,9725 E HARVARD AVE APT 361
3493357,9725 E HARVARD AVE APT 358
3493384,4582 S GAR WAY
3500880,1322 W ALASKA PL
3500883,1327 W ALASKA PL
3500889,401 S NAVAJO ST
3500896,939 GROVE ST
3500904,4434 CHEROKEE ST
3500905,4408 CHEROKEE ST
3500907,4419 CHEROKEE ST
3500915,4952 TITAN WAY
3508367,3105 S WINONA CT
3508398,4461 EUGENE WAY
3509251,2708 S GROVE ST
3509254,2640 S GROVE ST
3509261,2964 S DECATUR ST
3509295,1165 N PENNSYLVANIA ST APT 1D
3509301,19140 E 39TH PL
3519125,15090 E 43RD AVE
3522990,5558 DILLON ST
3523903,46 WINONA CT
3523910,78 WINONA CT
3541420,3551 N ELIZABETH ST
3542745,3106 W OHIO AVE
3542746,3148 W OHIO AVE
3548633,3418 N LAFAYETTE ST
3548634,3428 N LAFAYETTE ST
3550200,300 W 11TH AVE UNIT 16F
3570084,3161 W COLORADO AVE
3570603,2210 BLAKE ST UNIT 408
3570606,4800 W CUSTER PL
3576124,727 27TH ST
3576142,2422 TREMONT PL APT 101
3576150,2232 S CHEROKEE ST
3576154,2209 S CHEROKEE ST
3576158,2262 S CHEROKEE ST
3581191,2895 W AMHERST AVE
3581195,2831 S DECATUR ST
3581216,2901 W SHORT PL
3581221,2835 W SHORT PL
3581226,1604 VERBENA ST
3581228,1635 VERBENA ST
3581231,348 S CANOSA CT
3581233,340 S CANOSA CT
3581238,369 S CANOSA CT
3581245,1162 ROSEMARY ST
3581249,1186 ROSEMARY ST
3581255,5541 ZION CT
3581261,5544 ZION CT
3581280,725 PERRY ST
3581284,752 PERRY ST
3581285,745 PERRY ST
3585488,3435 N ADAMS ST
3585510,1244 S BEACH CT
3585512,1225 S BEACH CT
3585515,1205 S BEACH CT
3585544,3044 N GAYLORD ST
3585548,3014 N GAYLORD ST
3585556,944 S PECOS WAY
3585557,952 S PECOS WAY
3585562,324 S MEADE ST
3585563,322 S MEADE ST
3585571,1275 S EUDORA ST
3585590,21458 E 47TH AVE
3585593,4720 FILLMORE ST
3585595,4434 CLAYTON ST
3585616,283 S YATES ST
3585625,1431 S KING CT
3585642,12205 E 55TH AVE
3585646,12295 E 55TH AVE
3585653,858 JASMINE ST
3601856,1640 S LOWELL BLVD
3601860,1650 S LOWELL BLVD
3601876,4601 W 10TH AVE
3601879,4600 W 10TH AVE
3601882,970 WINONA CT
3601883,2351 N RACE ST
3601890,144 S QUITMAN ST
3606655,3124 W 45TH AVE
3606656,4828 CORNISH CT
3606667,1940 S HAZEL CT
3606668,1970 S HAZEL CT
3606673,4481 WOLFF ST
3606675,4420 WOLFF ST
3606681,4575 VRAIN ST
3606709,3369 S TULARE CT
3606777,255 LOWELL BLVD
3606778,260 LOWELL BLVD
3606796,4885 EUGENE WAY
3606799,4936 EUGENE CT
3606800,4835 EUGENE WAY
3611630,18920 KELLY PL
3625292,4553 CATHAY ST
3625297,18960 KELLY PL
3630597,1073 S OSCEOLA ST
3630607,837 E 17TH AVE APT 2G
3630620,837 E 17TH AVE APT 2E
3635789,2980 EUDORA ST
3635794,2970 EUDORA ST
3635803,3450 ASH ST
3635818,2685 QUEBEC ST
3635819,2625 QUEBEC ST
3635835,754 S XAVIER ST
3635843,3001 N MONACO STREET PKWY
3635851,3256 LOCUST ST
3635853,4334 EAGLE ST
3635862,4351 EAGLE ST
3635868,6901 E COLFAX AVE
3635870,6801 E COLFAX AVE
3635882,2700 S HOLLY ST APT 225
3635890,3703 DEXTER ST
3635896,4510 W TENNESSEE AVE
3635900,4580 W KENTUCKY AVE
3635904,934 S VRAIN ST
3635910,1821 S JULIAN ST
3635926,3 S IRVING ST
3635932,3426 S LOCUST ST APT E
3635954,12948 E ELK PL
3635963,4659 PEARL ST
3635964,4679 PEARL ST
3635967,4682 PENNSYLVANIA ST
3635979,8300 FAIRMOUNT DR UNIT L101
3635984,8300 FAIRMOUNT DR UNIT D104
3635995,1835 W BERKELEY PL
3636017,15005 ROBINS DR
3636025,721 S CLAY ST
3636026,1001 S ELIOT ST
3636027,985 S ELIOT ST
3636029,975 S ELIOT ST
3636037,226 INCA ST
3636038,238 INCA ST
3636041,233 INCA ST
3636042,246 INCA ST
3636051,6380 E WESLEY AVE
3636059,3884 MALTA ST
3640311,1010 S MEADE ST
3640340,2948 S ULSTER ST
3640343,4300 RACE ST
3640351,4700 ENID WAY
3640362,5222 TUCSON WAY
3640366,5283 TUCSON WAY
3658734,4926 FRASER WAY
3658766,4762 S WABASH ST
3658791,735 KING ST
3658794,870 KNOX CT
3658799,860 KNOX CT
3658810,14365 PENSACOLA DR
3658812,14425 PENSACOLA DR
3658818,14430 PENSACOLA DR
3658827,14535 E 44TH AVE
3658830,3339 S MONACO PKWY APT D
3658843,1267 N LAFAYETTE ST APT 204
3665550,4225 KALAMATH ST
3665563,900 S ELIOT ST
3665577,1819 BOULDER ST
3665608,1050 S MONACO PKWY UNIT 81
3665610,1050 S MONACO PKWY UNIT 79
3665622,1930 W 47TH AVE
3665625,1901 W 47TH AVE
3665627,1950 W 47TH AVE
3665628,1951 W 47TH AVE
3665654,62 E 45TH AVE
3665655,66 E 45TH AVE
3665656,20 E 45TH AVE
3665658,1546 S KING ST
3665669,3748 WYANDOT ST
3665673,3737 WYANDOT ST
3665683,378 RALEIGH ST
3665688,4915 DILLON ST
3665709,2195 S FENTON ST
3858704,4141 ODESSA ST
3858734,4958 EUREKA CT
3858736,1280 S TENNYSON ST
3858738,1270 S TENNYSON ST
3858739,1275 S TENNYSON ST
3858744,215 OSCEOLA ST
3858745,233 OSCEOLA ST
3858753,4925 BRYANT ST
3858763,1834 W 39TH AVE
3858781,1852 S DAHLIA ST
3858785,4798 E MEXICO AVE
3858791,4720 E MEXICO AVE
3858795,1249 WILLOW ST
3858799,1240 WILLOW ST
3858800,1263 WILLOW ST
3858812,3321 NAVAJO ST
3858824,469 S WOLFF ST
3865445,255 S KEARNEY ST
3865447,1215 S WINONA CT
3865452,1195 S WINONA CT
3865455,1185 S WINONA CT
3865456,1240 S WINONA CT
3865459,1172 WABASH ST
3865461,1177 WABASH ST
3865472,2825 CURTIS ST
3865479,135 XAVIER ST
3865482,4332 DENMARK CT
3865487,4342 DENMARK CT
3865500,4453 DUMAS CT
3865509,1765 YOSEMITE ST
3865513,1725 YOSEMITE ST
3865514,1715 YOSEMITE ST
3865530,3540 VRAIN ST
3865532,4619 W 35TH AVE
3865535,4699 W 36TH AVE
3865542,20704 E 47TH AVE
3865545,905 KING ST
3865547,915 KING ST
3865554,1166 S JACKSON ST
3865647,4575 WINONA CT
3865651,4563 WINONA CT
3866479,2937 S SHERIDAN BLVD
3866487,825 S QUITMAN ST
3881824,2636 S IRVING ST
3881847,19573 E 42ND AVE
3881851,4244 FLANDERS ST
3881862,12731 RANDOLPH PL
3881868,12801 RANDOLPH PL
3881869,12831 RANDOLPH PL
3881871,832 S QUIVAS ST
3881873,820 S QUIVAS ST
3881895,5124 COLUMBUS WAY
3881903,2936 S SHERIDAN BLVD
3881906,2946 S SHERIDAN BLVD
3881913,1431 S ELIOT ST
3881916,1430 S ELIOT ST
3881918,1450 S ELIOT ST
3881924,5556 BILLINGS ST # 3-950
3881929,5536 ANAHEIM WAY
3881930,5538 ANAHEIM WAY
3881952,3856 TEJON ST
3881958,400 TENNYSON ST
3881963,440 TENNYSON ST
3881968,203 LOWELL BLVD
3881970,845 S QUITMAN ST
3881975,842 S QUITMAN ST
3881978,800 S QUITMAN ST
3881980,448 S ALCOTT ST
3881986,490 S ALCOTT ST
3882004,1660 WILLOW ST
3882006,1654 WILLOW ST
3882020,2891 S YATES ST
3893954,813 E 14TH AVE APT 3
3893955,1376 N PEARL ST APT 302
3894240,1140 N GRANT ST APT 5
3894242,1130 N GRANT ST
3929803,3591 ONEIDA ST
3944327,5015 SCRANTON CT
3944344,15555 E 40TH AVE UNIT 49
3944365,2545 S JACKSON ST
3944373,2689 S JACKSON ST
3944374,2679 S JACKSON ST
3944380,1821 S WOLCOTT CT
3944390,5100 W MEXICO AVE
3944407,1170 S WOLFF ST
3944408,1135 S WOLFF ST
3944414,3571 ONEIDA ST
3944424,1310 YATES ST
3944427,1328 YATES ST
3944432,1340 YATES ST
3944435,1680 UTICA ST
3944444,1565 UTICA ST
3944455,3566 W AMHERST AVE
3944460,1315 S VALLEJO ST
3975706,1555 S TEJON ST
3975716,1320 S QUIVAS ST
3980013,1431 TAMARAC ST
3980022,1551 S TEJON ST
3980027,1550 S TEJON ST
3980043,1718 S EMERSON ST
3980047,2000 S WASHINGTON ST
3980054,1976 S OGDEN ST
3980062,1837 S CLARKSON ST
3980064,1845 S CLARKSON ST
3980065,1847 S CLARKSON ST
3980069,2300 S KING ST
3980089,101 S DALE CT
3980091,118 S DALE CT
3980098,3335 N MONACO STREET PKWY
3980099,3311 N MONACO STREET PKWY
3980103,3367 N MONACO STREET PKWY
3980104,3375 N MONACO STREET PKWY
3980105,3385 N MONACO STREET PKWY
3980107,3295 N MONACO STREET PKWY
3980120,5506 TUCSON ST
3980133,1350 S QUIVAS ST
3980138,2800 W PARK PL
3980160,1465 S PEARL ST APT 6
3980165,2283 S GRANT ST
3980168,2287 S GRANT ST
3980169,2271 S GRANT ST
4015190,450 S DECATUR ST
4015192,2315 W 33RD AVE
4015193,14870 ROBINS DR
4027329,2219 S GALAPAGO ST
4027331,2227 S GALAPAGO ST
4027352,1550 W MAPLE AVE
4027357,515 S CANOSA CT
4027369,713 S WOLCOTT CT
4027378,2058 S ZENOBIA ST
4027383,1636 TRENTON ST
4027390,1621 TRENTON ST
4027397,2325 W 33RD AVE
4027407,14865 ROBINS DR
4051086,4655 S LOWELL BLVD
4051104,4539 S LOWELL BLVD APT B
4051105,4539 S LOWELL BLVD APT A
4063051,1528 N EMERSON ST APT 2
4063054,2233 KEARNEY ST APT 9
4063056,1208 KRAMERIA ST
4063065,1535 HUDSON ST APT 4
4063068,1525 HUDSON ST APT 6
4063073,1435 UTICA ST
4063078,5539 XANADU ST
4063091,3100 S FEDERAL BLVD APT 306
4063108,5195 ELM CT
4063109,5179 ELM CT
4063111,5180 ELM CT
